,0,1,2
137,neophyte,"{'Noun': ['a plant that is found in an area where it had not been recorded previously', 'any new participant in some activity', 'a new convert being taught the principles of Christianity by a catechist']}","['flora', 'plant', 'plant life']"
138,underscore,"{'Noun': ['a line drawn underneath (especially under written matter'], 'Verb': ['give extra weight to (a communication', 'draw a line or lines underneath to call attention to']}","['emphasize', 'punctuate', 'accent', 'stress', 'accentuate', 'emphasise', 'underline']"
139,intrepid,{'Adjective': ['invulnerable to fear or intimidation']},"['hardy', 'brave', 'bold', 'audacious', 'fearless', 'dauntless', 'unfearing']"
140,jettison,"{'Verb': ['throw away, of something encumbering', 'throw as from an airplane']}",['throw']
141,physiological,"{'Adjective': ['of or relating to the biological study of physiology', ""of or consistent with an organism's normal functioning""]}","['physical', 'physiologic']"
142,venerated,{'Verb': ['regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of']},"['enshrine', 'reverence', 'respect', 'saint', 'prize', 'worship', 'fear', 'esteem', 'value', 'prise', 'revere']"
143,ingrained,"{'Verb': ['thoroughly work in', 'produce or try to produce a vivid impression of'], 'Adjective': ['(used especially of ideas or principles']}","['deep-seated', 'established', 'constituted', 'planted', 'deep-rooted', 'implanted']"
144,cacophonous,{'Adjective': ['having an unpleasant sound']},"['strident', 'scratchy', 'ripping', 'jarring', 'cacophonic', 'jangling', 'raspy', 'gruff', 'grating', 'rasping', 'jangly', 'hoarse', 'splitting', 'raucous', 'squawky', 'rending', 'cackly', 'croaky', 'noisy', 'gravelly', 'guttural', 'husky', 'rough']"
145,monotonous,"{'Adjective': ['tediously repetitious or lacking in variety', 'sounded or spoken in a tone unvarying in pitch']}","['dull', 'humdrum']"
146,interlocutor,"{'Noun': ['the performer in the middle of a minstrel line who engages the others in talk', 'a person who takes part in a conversation']}","['conversationalist', 'schmoozer', 'conversationist', 'conversational partner']"
147,enchant,"{'Verb': ['hold spellbound', 'attract; cause to be enamored', 'cast a spell over someone or something; put a hex on someone or something']}","['enrapture', 'please', 'enthral', 'transport', 'ravish', 'enthrall', 'delight']"
148,genial,"{'Adjective': ['diffusing warmth and friendliness', 'of or relating to the chin or median part of the lower jaw', 'agreeable, conducive to comfort']}","['affable', 'cordial', 'amiable', 'friendly']"
149,inopportune,{'Adjective': ['not opportune']},"['untimely', 'wrong', 'ill-timed', 'unseasonable', 'disadvantageous', 'inconvenient']"
150,extant,{'Adjective': ['still in existence; not extinct or destroyed or lost']},"['surviving', 'existing', 'existent', 'living']"
151,amicable,{'Adjective': ['characterized by friendship and good will']},"['peaceful', 'peaceable', 'well-disposed', 'unthreatening', 'lovable', 'loveable', 'favorable', 'well-meaning', 'friendly']"
152,nadir,"{'Noun': ['an extreme state of adversity; the lowest point of anything', 'the point below the observer that is directly opposite the zenith on the imaginary sphere against which celestial bodies appear to be projected']}","['low-water mark', 'hardship', 'hard knocks', 'adversity']"
153,hedge,"{'Noun': ['a fence formed by a row of closely planted shrubs or bushes', 'any technique designed to reduce or eliminate financial risk; for example, taking two positions that will offset each other if prices change', 'an intentionally noncommittal or ambiguous statement'], 'Verb': ['avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues', 'hinder or restrict with or as if with a hedge', 'enclose or bound in with or as it with a hedge or hedges', 'minimize loss or risk']}","['privet hedge', 'windbreak', 'shelterbelt', 'hedgerow', 'fencing', 'fence']"
154,philander,"{'Verb': ['have amorous affairs; of men', 'talk or behave amorously, without serious intentions']}","['womanize', 'interact', 'womanise']"
155,dubious,"{'Adjective': ['fraught with uncertainty or doubt', 'open to doubt or suspicion', 'not convinced']}","['unsure', 'doubtful', 'incertain', 'uncertain']"
156,cryptic,"{'Adjective': ['of an obscure nature', 'having a secret or hidden meaning', 'having a puzzling terseness']}","['incomprehensible', 'deep', 'inscrutable', 'inexplicable', 'mystifying', 'mysterious', 'cryptical']"
157,peroration,"{'Noun': ['a flowery and highly rhetorical oration', '(rhetoric']}","['conclusion', 'ending', 'end', 'oration', 'closing', 'close']"
158,callous,"{'Verb': ['make insensitive or callous; deaden feelings or morals'], 'Adjective': ['emotionally hardened', 'having calluses; having skin made tough and thick through wear']}","['pachydermatous', 'insensitive', 'indurate']"
159,corroborate,"{'Verb': ['establish or strengthen as with new evidence or facts', 'give evidence for', 'support with evidence or authority or make more certain or confirm']}","['back', 'affirm', 'verify', 'vouch', 'support', 'sustain', 'substantiate', 'show', 'demonstrate', 'confirm', 'prove', 'shew', 'establish', 'validate', 'document', 'back up']"
160,vindictive,"{'Adjective': ['disposed to seek revenge or intended for revenge', 'showing malicious ill will and a desire to hurt; motivated by spite']}","['vengeful', 'revengeful', 'unforgiving']"
161,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}",['revise']
162,benign,"{'Adjective': ['not dangerous to health; not recurrent or progressive (especially of a tumor', 'pleasant and beneficial in nature or influence', 'kindness of disposition or manner']}",['kind']
163,panoply,{'Noun': ['a complete and impressive array']},['array']
164,jocular,"{'Adjective': ['characterized by jokes and good humor'], 'Adverb': ['with humor']}","['joking', 'jesting', 'humourous', 'jocose', 'humorous']"
165,antedated,"{'Verb': ['be earlier in time; go back further', 'establish something as being earlier relative to something else']}","['forgo', 'antecede', 'forego', 'precede', 'predate']"
166,voracious,"{'Adjective': ['excessively greedy and grasping', 'devouring or craving food in great quantities']}","['ravening', 'edacious', 'esurient', 'rapacious', 'gluttonous', 'ravenous', 'wolfish']"
167,laudable,{'Adjective': ['worthy of high praise']},"['applaudable', 'commendable', 'worthy', 'praiseworthy']"
168,arresting,"{'Verb': ['take into custody', 'hold back, as of a danger or an enemy; check the expansion or influence of', 'attract and fix', 'cause to stop'], 'Adjective': ['commanding attention']}","['impressive', 'stunning', 'sensational']"
169,malingerer,{'Noun': ['someone shirking their duty by feigning illness or incapacity']},"['shammer', 'slacker', 'skulker', 'shirker']"
170,peculiar,"{'Adjective': ['beyond or deviating from the usual or expected', 'unique or specific to a person or thing or category', 'markedly different from the usual', 'characteristic of one only; distinctive or special']}","['funny', 'singular', 'strange', 'odd', 'rummy', 'unusual', 'rum', 'queer', 'curious']"
171,scofflaw,{'Noun': ['one who habitually ignores the law and does not answer court summonses']},"['malefactor', 'criminal', 'outlaw', 'felon', 'crook']"
172,banality,{'Noun': ['a trite or obvious remark']},"['bromide', 'cliche', 'remark', 'commonplace', 'comment', 'truism', 'platitude', 'input']"
173,novitiate,"{'Noun': ['the period during which you are a novice (especially in a religious order', 'someone who has entered a religious order but has not taken final vows']}","['period of time', 'period', 'noviciate', 'time period']"
174,tonic,"{'Noun': ['lime- or lemon-flavored carbonated water containing quinine', 'a sweet drink containing carbonated water and flavoring', '(music', 'a medicine that strengthens and invigorates'], 'Adjective': ['of or relating to or producing normal tone or tonus in muscles or tissue', 'employing variations in pitch to distinguish meanings of otherwise similar words', '(used of syllables', 'relating to or being the keynote of a major or minor scale', 'imparting vitality and energy']}","['medication', 'medicine', 'bracer', 'medicinal drug', 'pick-me-up', 'restorative', 'medicament']"
175,perilous,{'Adjective': ['fraught with danger']},"['precarious', 'parlous', 'touch-and-go', 'unsafe', 'dangerous']"
176,sovereign,"{'Noun': [""a nation's ruler or head of state usually by hereditary right""], 'Adjective': ['(of political bodies', 'greatest in status or authority or power']}","['czar', 'swayer', 'king', 'Merovingian', 'chief of state', 'Shah', 'Capetian', 'crowned head', 'head of state', 'Carlovingian', 'Shah of Iran', 'tzar', 'Carolingian', 'emperor', 'monarch', 'male monarch', 'tsar', 'ruler', 'Rex']"
177,unbridled,"{'Verb': ['remove the bridle from (a horse or mule'], 'Adjective': ['not restrained or controlled']}","['unrestrained', 'unchecked', 'ungoverned', 'uncurbed']"
178,sinecure,"{'Noun': ['a benefice to which no spiritual or pastoral duties are attached', 'an office that involves minimal duties']}","['post', 'place', 'office', 'berth', 'position', 'billet', 'situation', 'spot']"
179,intelligible,"{'Adjective': ['capable of being apprehended or understood', 'well articulated or enunciated, and loud enough to be heard distinctly']}","['graspable', 'perceivable', 'comprehensible', 'comprehendible', 'apprehensible', 'understandable']"
180,copious,"{'Adjective': ['large in number or quantity (especially of discourse', 'affording an abundant supply']}","['voluminous', 'abundant']"
181,pioneering,"{'Verb': ['open up an area or prepare a way', 'take the lead or initiative in; participate in the development of', 'open up and explore a new area']}","['innovate', 'introduce', 'open up']"
182,misappropriate,"{'Verb': [""appropriate (as property entrusted to one's care""]}","['steal', 'peculate', 'defalcate', 'fiddle', 'malversate', 'embezzle']"
183,conciliate,"{'Verb': ['cause to be more favorably inclined; gain the good will of', 'come to terms', 'make (one thing', 'another']}","['quiet', 'tranquillize', 'calm down', 'mollify', 'calm', 'lull', 'tranquillise', 'gruntle', 'pacify', 'quieten', 'still', 'appease', 'lenify', 'gentle', 'placate', 'tranquilize', 'assuage']"
184,aphorism,{'Noun': ['a short pithy instructive saying']},"['apothegm', 'apophthegm', 'axiom', 'maxim']"
185,harbinger,"{'Noun': ['something that precedes and indicates the approach of something or someone'], 'Verb': ['foreshadow or presage']}","['herald', 'indication', 'predecessor', 'precursor', 'forerunner', 'indicant']"
186,enervate,"{'Verb': ['weaken mentally or morally', 'disturb the composure of']}",['weaken']
187,regale,{'Verb': ['provide with choice or abundant food or drink']},"['cater', 'wine', 'ply', 'alcoholize', 'treat', 'feast', 'provide', 'feed', 'supply']"
188,inarticulate,{'Adjective': ['without or deprived of the use of speech or words']},"['dumb', 'unarticulated', 'voiceless', 'tongue-tied', 'unspoken', 'incoherent', 'wordless', 'incommunicative', 'speechless', 'uncommunicative', 'silent', 'unarticulate', 'aphasic', 'aphonic', 'mute', 'tongueless']"
189,ranks,"{'Noun': ['a row or line of people (especially soldiers or police', 'relative status', 'the ordinary members of an organization (such as the enlisted soldiers of an army', 'position in a social hierarchy', 'the body of members of an organization or group'], 'Verb': ['take or have a position relative to others', 'assign a rank or rating to', 'take precedence or surpass others in rank']}","['end man', 'line']"
190,quail,"{'Noun': ['flesh of quail; suitable for roasting or broiling if young; otherwise must be braised', 'small gallinaceous game birds'], 'Verb': ['draw back, as with fear or pain']}","['move', 'funk', 'retract', 'shrink', 'recoil', 'cringe', 'flinch', 'shrink back', 'squinch', 'wince']"
191,prattle,"{'Noun': ['idle or foolish and irrelevant talk'], 'Verb': ['speak (about unimportant matters']}","['blather', 'gabble', 'tittle-tattle', 'blether', 'piffle', 'verbalise', 'twaddle', 'blabber', 'blab', 'babble', 'verbalize', 'mouth', 'palaver', 'utter', 'speak', 'maunder', 'prate', 'gibber', 'smatter', 'blither', 'talk', 'chatter', 'tattle', 'clack']"
192,ignominy,{'Noun': ['a state of dishonor']},"['dishonour', 'humiliation', 'disgrace', 'opprobrium', 'shame', 'reproach', 'dishonor', 'odium', 'obloquy']"
193,arbitrary,{'Adjective': ['based on or subject to individual discretion or preference or sometimes impulse or caprice']},"['discretional', 'impulsive', 'absolute', 'capricious', 'whimsical', 'discretionary']"
194,cataclysm,"{'Noun': [""a sudden violent change in the earth's surface"", 'an event resulting in great loss and misfortune']}","['apocalypse', 'force majeure', 'visitation', 'bad luck', 'disaster', 'inevitable accident', 'famine', 'meltdown', 'unavoidable casualty', 'misfortune', 'calamity', 'catastrophe', 'act of God', 'vis major', 'tidal wave', 'kiss of death', 'tsunami', 'tragedy', 'plague']"
195,denote,"{'Verb': ['be a sign or indication of', 'have as a meaning', 'make known; make an announcement']}","['denominate', 'designate', 'refer']"
196,abrasive,"{'Noun': ['a substance that abrades or wears down'], 'Adjective': ['causing abrasion', 'sharply disagreeable; rigorous']}","['harsh', 'disagreeable']"
197,torpor,"{'Noun': ['a state of motor and mental inactivity with a partial suspension of sensibility', 'inactivity resulting from lethargy and lack of vigor or energy']}","['lethargy', 'sluggishness', 'torpidity', 'physical condition', 'physiological condition', 'hibernation', 'physiological state', 'lassitude']"
198,reconcile,"{'Verb': ['make (one thing', 'another', 'bring into consonance or accord', 'come to terms', 'accept as inevitable']}","['key', 'adjust', 'harmonize', 'harmonise', 'set', 'correct']"
